Name,MC,Attr,Ref,LABEL
Wh.ecore_results.txt,5,4,4,model
wheel.ecore_results.txt,3,3,8,model
While.ecore_results.txt,10,2,15,model
WhileComp.ecore_results.txt,22,14,27,model
WhileCpp.ecore_results.txt,19,16,35,model
WhileDsl.ecore_results.txt,23,10,30,model
WhileLanguage.ecore_results.txt,15,7,23,model
WindTurbines.ecore_results.txt,9,11,13,model
Wires.ecore_results.txt,16,10,20,model
workbench101.ecore_results.txt,5,4,6,model
Workflow.ecore_results.txt,9,7,9,model
Worthwhile.ecore_results.txt,0,0,0,model
writers.ecore_results.txt,2,1,2,model
wsmodel3.ecore_results.txt,27,40,40,model
WT_DesignPatterns.ecore_results.txt,11,11,17,model
XActivityDiagramMT.ecore_results.txt,20,10,30,model
xal.ecore_results.txt,85,349,187,model
XArduinoMT.ecore_results.txt,17,6,17,model
XAutomataMT.ecore_results.txt,13,18,13,model
XdiagramDsl.ecore_results.txt,42,57,28,model
XDrone.ecore_results.txt,27,23,19,model
XFSM.ecore_results.txt,3,9,4,model
xhtml.ecore_results.txt,50,211,158,model
XMiniJava.ecore_results.txt,57,16,89,model
XMLType.ecore_results.txt,4,11,4,model
xmof.ecore_results.txt,58,26,106,model
xpand3.ecore_results.txt,36,10,66,model
XPetrinet.ecore_results.txt,5,3,7,model
XPetrinetv1.ecore_results.txt,3,4,4,model
XSampleDsl.ecore_results.txt,2,1,1,model
XSFSM.ecore_results.txt,6,8,13,model
XSFSMMT.ecore_results.txt,4,6,9,model
XtextTest.ecore_results.txt,14,35,22,model
xunit.ecore_results.txt,7,4,7,model
XYGraph.ecore_results.txt,5,41,19,model
yuml.ecore_results.txt,11,18,8,model
yyb.ecore_results.txt,4,4,3,model
yye.ecore_results.txt,5,5,6,model
yyf.ecore_results.txt,7,7,9,model
yyk.ecore_results.txt,11,11,15,model
zcsml.ecore_results.txt,11,43,20,model
zenta.ecore_results.txt,33,39,29,model
ZestGraph.ecore_results.txt,6,10,8,model
Zhu.ecore_results.txt,10,6,16,model
_hsm.ecore_results.txt,2,1,1,model
_sm.ecore_results.txt,2,1,1,model
